Code/Year,Registered,Audit Date,Age of File
687/2020,2020-05-18,2024-05-31,1474.0
688/2020,2020-05-20,2024-05-31,1472.0
689/2020,2020-05-20,2024-05-31,1472.0
690/2020,2020-05-21,2024-05-31,1471.0
300/2020,2020-02-21,2024-05-31,1561.0
299/2020,2020-02-20,2024-05-31,1562.0
298/2020,2020-02-21,2024-05-31,1561.0
297/2020,2020-02-21,2024-05-31,1561.0
296/2020,2020-02-21,2024-05-31,1561.0
295/2020,,2024-05-31,
294/2020,,2024-05-31,
293/2020,2020-02-20,2024-05-31,1562.0
290/2020,2020-02-20,2024-05-31,1562.0
287/2020,2020-01-20,2024-05-31,1593.0
289/2020,2020-02-20,2024-05-31,1562.0
288/2020,2020-01-20,2024-05-31,1593.0
286/2020,2020-01-20,2024-05-31,1593.0
285/2020,2020-02-21,2024-05-31,1561.0
284/2020,2020-02-19,2024-05-31,1563.0
282/2020,2020-02-19,2024-05-31,1563.0
281/2020,2020-02-18,2024-05-31,1564.0
278/2020,2020-02-18,2024-05-31,1564.0
277/2020,2020-02-18,2024-05-31,1564.0
275/2020,2020-02-18,2024-05-31,1564.0
274/2020,2020-02-18,2024-05-31,1564.0
744/2020,2020-05-29,2024-05-31,1463.0
746/2020,2020-05-29,2024-05-31,1463.0
748/2020,2020-05-29,2024-05-31,1463.0
749/2020,2020-05-18,2024-05-31,1474.0
750/2020,2020-06-02,2024-05-31,1459.0
751/2020,2020-06-02,2024-05-31,1459.0
752/2020,2020-05-29,2024-05-31,1463.0
754/2020,2020-06-02,2024-05-31,1459.0
837/2020,2020-06-15,2024-05-31,1446.0
755/2020,2020-05-29,2024-05-31,1463.0
473/2020,2020-03-18,2024-05-31,1535.0
419/2020,2020-03-09,2024-05-31,1544.0
418/2020,2020-03-09,2024-05-31,1544.0
417/2020,2020-03-19,2024-05-31,1534.0
416/2020,2020-03-09,2024-05-31,1544.0
415/2020,2020-03-09,2024-05-31,1544.0
414/2020,2020-03-09,2024-05-31,1544.0
413/2020,2020-03-09,2024-05-31,1544.0
412/2020,2020-03-09,2024-05-31,1544.0
411/2020,2020-03-06,2024-05-31,1547.0
410/2020,2020-03-06,2024-05-31,1547.0
409/2020,2020-03-06,2024-05-31,1547.0
408/2020,2020-03-10,2024-05-31,1543.0
407/2020,2020-03-05,2024-05-31,1548.0
406/2020,2020-03-12,2024-05-31,1541.0
404/2020,2020-05-05,2024-05-31,1487.0
403/2020,2020-03-06,2024-05-31,1547.0
384/2011,2011-09-07,2024-05-31,4650.0
194/2014,2014-03-18,2024-05-31,3727.0
2018/2018,2018-09-03,2024-05-31,2097.0
1192/2020,2020-08-13,2024-05-31,1387.0
591/2020,2020-04-30,2024-05-31,1492.0
590/2020,2020-04-29,2024-05-31,1493.0
589/2020,2020-04-29,2024-05-31,1493.0
588/2020,2020-04-29,2024-05-31,1493.0
587/2020,2020-04-29,2024-05-31,1493.0
586/2020,2020-04-28,2024-05-31,1494.0
585/2020,2020-04-28,2024-05-31,1494.0
584/2020,2020-04-28,2024-05-31,1494.0
583/2020,2020-04-28,2024-05-31,1494.0
582/2020,2020-04-28,2024-05-31,1494.0
581/2020,2020-04-27,2024-05-31,1495.0
580/2020,2020-04-27,2024-05-31,1495.0
579/2020,2020-04-27,2024-05-31,1495.0
578/2020,2020-04-24,2024-05-31,1498.0
578B/2020,2020-04-27,2024-05-31,1495.0
577/2020,2020-04-24,2024-05-31,1498.0
643/2020,2020-05-11,2024-05-31,1481.0
644/2020,2020-05-11,2024-05-31,1481.0
645/2020,2020-05-11,2024-05-31,1481.0
646/2020,2020-05-11,2024-05-31,1481.0
647/2020,2020-05-12,2024-05-31,1480.0
648/2020,2020-05-12,2024-05-31,1480.0
649/2020,2020-05-12,2024-05-31,1480.0
651/2020,2020-05-13,2024-05-31,1479.0
652/2020,2020-05-13,2024-05-31,1479.0
710/2020,2020-05-26,2024-05-31,1466.0
709/2020,2020-05-22,2024-05-31,1470.0
708/2020,2020-05-22,2024-05-31,1470.0
707/2020,2020-05-22,2024-05-31,1470.0
706/2020,2020-05-22,2024-05-31,1470.0
705/2020,2020-05-22,2024-05-31,1470.0
704/2020,2020-05-22,2024-05-31,1470.0
703/2020,2020-05-22,2024-05-31,1470.0
702/2020,2020-05-22,2024-05-31,1470.0
701/2020,2020-04-30,2024-05-31,1492.0
700/2020,2020-05-22,2024-05-31,1470.0
699/2020,2020-03-22,2024-05-31,1531.0
698/2020,2020-03-22,2024-05-31,1531.0
697/2020,2020-05-22,2024-05-31,1470.0
696/2020,2020-05-22,2024-05-31,1470.0
695/2020,2020-05-22,2024-05-31,1470.0
694/2020,2020-05-22,2024-05-31,1470.0
693/2020,2020-05-21,2024-05-31,1471.0
692/2020,2020-05-21,2024-05-31,1471.0
691/2020,2020-05-21,2024-05-31,1471.0
302/2020,2020-02-21,2024-05-31,1561.0
304/2020,2020-02-21,2024-05-31,1561.0
307/2020,2020-02-21,2024-05-31,1561.0
308/2020,2020-02-21,2024-05-31,1561.0
309/2020,2020-02-21,2024-05-31,1561.0
310/2020,2020-02-21,2024-05-31,1561.0
312/2020,2020-02-24,2024-05-31,1558.0
313/2020,2020-02-24,2024-05-31,1558.0
314/2020,2020-02-24,2024-05-31,1558.0
315/2020,2020-02-24,2024-05-31,1558.0
316/2020,2020-02-25,2024-05-31,1557.0
317/2020,2020-02-24,2024-05-31,1558.0
318/2020,2020-02-24,2024-05-31,1558.0
319/2020,2020-02-24,2024-05-31,1558.0
320/2020,2020-02-25,2024-05-31,1557.0
321/2020,2020-02-24,2024-05-31,1558.0
781/2020,2020-06-08,2024-05-31,1453.0
780/2020,2020-06-08,2024-05-31,1453.0
779/2020,2020-06-05,2024-05-31,1456.0
778/2020,2020-06-05,2024-05-31,1456.0
777/2020,2020-06-05,2024-05-31,1456.0
776/2020,2020-06-03,2024-05-31,1458.0
775/2020,2020-06-03,2024-05-31,1458.0
774/2020,2020-06-03,2024-05-31,1458.0
773/2020,2020-06-03,2024-05-31,1458.0
772/2020,2020-06-05,2024-05-31,1456.0
771/2020,2020-06-03,2024-05-31,1458.0
770/2020,2020-06-04,2024-05-31,1457.0
769/2020,2020-06-04,2024-05-31,1457.0
768/2020,2020-06-04,2024-05-31,1457.0
767/2020,2020-06-04,2024-05-31,1457.0
766/2020,2020-06-04,2024-05-31,1457.0
765/2020,2020-06-04,2024-05-31,1457.0
764/2020,2020-06-04,2024-05-31,1457.0
763/2020,2020-06-02,2024-05-31,1459.0
762/2020,2020-06-03,2024-05-31,1458.0
761/2020,2020-06-03,2024-05-31,1458.0
760/2020,2020-06-03,2024-05-31,1458.0
757/2020,2020-06-03,2024-05-31,1458.0
756/2020,2020-06-03,2024-05-31,1458.0
676/2020,2020-05-18,2024-05-31,1474.0
675/2020,2020-05-18,2024-05-31,1474.0
674/2020,2020-05-18,2024-05-31,1474.0
673/2020,2020-05-18,2024-05-31,1474.0
672/2020,2020-05-18,2024-05-31,1474.0
671/2020,2020-05-15,2024-05-31,1477.0
670/2020,2020-05-15,2024-05-31,1477.0
669/2020,2020-05-15,2024-05-31,1477.0
668/2020,2020-05-15,2024-05-31,1477.0
667/2020,2020-06-26,2024-05-31,1435.0
665/2020,2020-05-15,2024-05-31,1477.0
664/2020,2020-05-14,2024-05-31,1478.0
662/2020,2020-05-14,2024-05-31,1478.0
661/2020,2020-05-14,2024-05-31,1478.0
660/2020,2020-05-14,2024-05-31,1478.0
659/2020,2020-05-14,2024-05-31,1478.0
657/2020,2020-05-14,2024-05-31,1478.0
345/2020,2020-02-26,2024-05-31,1556.0
344/2020,2020-02-26,2024-05-31,1556.0
343/2020,2020-02-26,2024-05-31,1556.0
342/2020,2020-02-26,2024-05-31,1556.0
341/2020,2020-02-26,2024-05-31,1556.0
340/2020,2020-02-26,2024-05-31,1556.0
339/2020,2020-02-26,2024-05-31,1556.0
338/2020,2020-02-25,2024-05-31,1557.0
337/2020,2020-02-25,2024-05-31,1557.0
336/2020,2020-02-25,2024-05-31,1557.0
335/2020,2020-02-25,2024-05-31,1557.0
334/2020,2020-02-26,2024-05-31,1556.0
333/2020,2020-02-25,2024-05-31,1557.0
361/2020,2020-02-27,2024-05-31,1555.0
360/2020,2020-02-28,2024-05-31,1554.0
359/2020,2020-02-27,2024-05-31,1555.0
357/2020,2020-02-27,2024-05-31,1555.0
356/2020,2020-02-27,2024-05-31,1555.0
355/2020,2020-02-27,2024-05-31,1555.0
354/2020,2020-02-27,2024-05-31,1555.0
353/2020,2020-02-27,2024-05-31,1555.0
352/2020,2020-02-27,2024-05-31,1555.0
351/2020,2020-02-27,2024-05-31,1555.0
350/2020,2020-02-27,2024-05-31,1555.0
349/2020,2020-02-26,2024-05-31,1556.0
348/2020,2020-02-26,2024-05-31,1556.0
347/2020,2020-02-26,2024-05-31,1556.0
346/2020,2020-02-26,2024-05-31,1556.0
E006/2024,2024-01-03,2024-05-31,149.0
E007/2024,2024-01-03,2024-05-31,149.0
E009/2024,2024-01-03,2024-05-31,149.0
E010/2024,2024-01-03,2024-05-31,149.0
E011/2024,2024-01-03,2024-05-31,149.0
E012/2024,2024-01-03,2024-05-31,149.0
E013/2024,2024-01-04,2024-05-31,148.0
E014/2024,2024-01-04,2024-05-31,148.0
E017/2024,2024-01-04,2024-05-31,148.0
E018/2024,2024-01-04,2024-05-31,148.0
E021/2024,2024-01-05,2024-05-31,147.0
E023/2024,2024-01-05,2024-05-31,147.0
E160/2024,2024-01-30,2024-05-31,122.0
E161/2024,2024-01-30,2024-05-31,122.0
E163/2024,2024-01-23,2024-05-31,129.0
E178/2024,2024-02-02,2024-05-31,119.0
E164/2024,2024-01-30,2024-05-31,122.0
E166/2024,2024-01-30,2024-05-31,122.0
E185/2024,2024-01-31,2024-05-31,121.0
E190/2024,2024-01-31,2024-05-31,121.0
E186/2024,2024-01-31,2024-05-31,121.0
E187/2024,2024-01-31,2024-05-31,121.0
E193/2024,2024-02-01,2024-05-31,120.0
E188/2024,2024-01-31,2024-05-31,121.0
E169/2024,2024-01-30,2024-05-31,122.0
E195/2024,2024-02-01,2024-05-31,120.0
E194/2024,2024-02-01,2024-05-31,120.0
E199/2024,2024-02-02,2024-05-31,119.0
E170/2024,2024-01-30,2024-05-31,122.0
E174/2024,2024-01-31,2024-05-31,121.0
E181/2024,2024-01-31,2024-05-31,121.0
E192/2024,2024-02-01,2024-05-31,120.0
E197/2024,2024-02-01,2024-05-31,120.0
E157/2024,2024-01-30,2024-05-31,122.0
E156/2024,2024-02-01,2024-05-31,120.0
E155/2024,2024-01-29,2024-05-31,123.0
E154/2024,2024-01-25,2024-05-31,127.0
E151/2024,2024-01-29,2024-05-31,123.0
E150 /2024,2024-01-29,2024-05-31,123.0
E183/2024,2024-01-31,2024-05-31,121.0
E182/2024,2024-01-31,2024-05-31,121.0
E100/2024,2024-01-19,2024-05-31,133.0
E297/2024,2024-02-13,2024-05-31,108.0
E298/2024,2024-02-13,2024-05-31,108.0
E293/2024,2024-02-13,2024-05-31,108.0
E294/2024,2024-02-13,2024-05-31,108.0
E296/2024,2024-02-13,2024-05-31,108.0
E290/2024,2024-02-12,2024-05-31,109.0
E291/2024,2024-02-12,2024-05-31,109.0
E292/2024,2024-02-12,2024-05-31,109.0
E289/2024,2024-02-12,2024-05-31,109.0
E282/2024,2024-02-09,2024-05-31,112.0
E287/2024,2024-02-12,2024-05-31,109.0
E285/2024,2024-02-12,2024-05-31,109.0
E274/2024,2024-02-09,2024-05-31,112.0
E276/2024,2024-02-09,2024-05-31,112.0
E272/2024,2024-02-13,2024-05-31,108.0
E270/2024,2024-02-09,2024-05-31,112.0
E273/2024,2024-02-09,2024-05-31,112.0
E356/2024,2024-02-23,2024-05-31,98.0
E350/2024,2024-02-21,2024-05-31,100.0
E340/2024,2024-02-20,2024-05-31,101.0
E349/2024,2024-02-21,2024-05-31,100.0
E345/2024,2024-02-21,2024-05-31,100.0
E341/2024,2024-02-20,2024-05-31,101.0
E339/2024,2024-02-20,2024-05-31,101.0
E336/2024,2024-02-20,2024-05-31,101.0
E335/2024,2024-02-20,2024-05-31,101.0
E334/2024,2024-02-20,2024-05-31,101.0
E333/2024,2024-02-20,2024-05-31,101.0
E327/2024,2024-02-20,2024-05-31,101.0
E312/2024,2024-02-14,2024-05-31,107.0
E317/2024,2024-02-14,2024-05-31,107.0
E319/2024,2024-02-16,2024-05-31,105.0
E323/2024,2024-02-16,2024-05-31,105.0
E313/2024,2024-02-15,2024-05-31,106.0
E311/2024,2024-02-14,2024-05-31,107.0
E310/2024,2024-02-14,2024-05-31,107.0
E307/2024,2024-02-14,2024-05-31,107.0
E886/2024,2024-05-28,2024-05-31,3.0
E887/2024,2024-05-28,2024-05-31,3.0
E888/2024,2024-05-29,2024-05-31,2.0
E890/2024,2024-05-29,2024-05-31,2.0
E891/2024,2024-05-29,2024-05-31,2.0
E893/2024,2024-05-29,2024-05-31,2.0
E894/2024,2024-05-29,2024-05-31,2.0
E582/2024,2024-04-03,2024-05-31,58.0
E581/2024,2024-04-04,2024-05-31,57.0
E580/2024,2024-04-04,2024-05-31,57.0
E578/2024,2024-04-03,2024-05-31,58.0
E576/2024,2024-04-03,2024-05-31,58.0
E571/2024,2024-04-03,2024-05-31,58.0
E570/2024,2024-04-02,2024-05-31,59.0
E568/2024,2024-04-02,2024-05-31,59.0
E563/2024,2024-03-28,2024-05-31,64.0
E561/2024,2024-02-27,2024-05-31,94.0
E560/2024,2024-03-28,2024-05-31,64.0
E554/2024,2024-03-27,2024-05-31,65.0
E553/2024,2024-03-27,2024-05-31,65.0
E551/2024,2024-03-26,2024-05-31,66.0
E550/2024,2024-03-26,2024-05-31,66.0
E762/2024,2024-05-07,2024-05-31,24.0
E761/2024,2024-05-07,2024-05-31,24.0
E760/2024,2024-05-07,2024-05-31,24.0
E759/2024,2024-05-07,2024-05-31,24.0
E758/2024,2024-05-07,2024-05-31,24.0
E755/2024,2024-05-06,2024-05-31,25.0
E754/2024,2024-05-06,2024-05-31,25.0
E749/2024,2024-05-06,2024-05-31,25.0
E746/2024,2024-05-06,2024-05-31,25.0
E745/2024,2024-05-06,2024-05-31,25.0
E744/2024,2024-05-06,2024-05-31,25.0
E741/2024,2024-05-03,2024-05-31,28.0
E738/2024,2024-05-03,2024-05-31,28.0
E737/2024,2024-05-02,2024-05-31,29.0
E734/2024,2024-05-02,2024-05-31,29.0
E732/2024,2024-05-02,2024-05-31,29.0
E731/2024,2024-05-02,2024-05-31,29.0
E730/2024,2024-05-02,2024-05-31,29.0
E729/2024,2024-04-30,2024-05-31,31.0
E722/2024,2024-04-29,2024-05-31,32.0
E721/2024,2024-04-29,2024-05-31,32.0
E720/2024,2024-04-29,2024-05-31,32.0
E717/2024,2024-04-29,2024-05-31,32.0
E716/2024,2024-04-29,2024-05-31,32.0
E715/2024,2024-04-29,2024-05-31,32.0
E714/2024,2024-04-26,2024-05-31,35.0
E711/2024,2024-04-30,2024-05-31,31.0
E708/2024,2024-03-24,2024-05-31,68.0
E706/2024,2024-04-25,2024-05-31,36.0
E703/2024,2024-04-25,2024-05-31,36.0
E895/2024,2024-05-29,2024-05-31,2.0
E896/2024,2024-05-29,2024-05-31,2.0
E898/2024,2024-05-30,2024-05-31,1.0
E906/2024,2024-05-30,2024-05-31,1.0
E900/2024,2024-05-29,2024-05-31,2.0
E901/2024,2024-05-29,2024-05-31,2.0
E902/2024,2024-05-29,2024-05-31,2.0
E903/2024,2024-05-30,2024-05-31,1.0
E904/2024,2024-05-30,2024-05-31,1.0
E911/2024,2024-05-30,2024-05-31,1.0
E915/2024,2024-05-30,2024-05-31,1.0
E803/2024,2024-05-15,2024-05-31,16.0
E808/2024,2024-04-30,2024-05-31,31.0
E811/2024,2024-05-16,2024-05-31,15.0
E812/2024,2024-05-16,2024-05-31,15.0
E814/2024,2024-05-16,2024-05-31,15.0
E815/2024,2024-05-16,2024-05-31,15.0
36/2008,2008-04-18,2024-05-31,5887.0
37/2008,2008-04-18,2024-05-31,5887.0
82/2008,2008-06-16,2024-05-31,5828.0
31/2008,2008-04-10,2024-05-31,5895.0
33/2008,2008-04-14,2024-05-31,5891.0
35/2008,2008-04-18,2024-05-31,5887.0
20/2008,2008-04-03,2024-05-31,5902.0
25/2008,2008-06-06,2024-05-31,5838.0
24/2008,2008-03-26,2024-05-31,5910.0
21A/2008,2008-03-20,2024-05-31,5916.0
21/2008,2008-03-20,2024-05-31,5916.0
159/2014,2014-03-07,2024-05-31,3738.0
219/2014,2014-04-01,2024-05-31,3713.0
448/2014,2014-06-27,2024-05-31,3626.0
171/2015,2015-02-26,2024-05-31,3382.0
169/2015,2015-02-27,2024-05-31,3381.0
170/2015,2015-03-27,2024-05-31,3353.0
1378/2016,2016-11-28,2024-05-31,2741.0
1369/2016,2016-11-24,2024-05-31,2745.0
1368/2016,2016-11-25,2024-05-31,2744.0
1365/2016,2016-11-24,2024-05-31,2745.0
1363/2016,2016-11-24,2024-05-31,2745.0
1356/2016,2016-11-24,2024-05-31,2745.0
1349/2016,2016-11-22,2024-05-31,2747.0
1347/2016,2016-11-22,2024-05-31,2747.0
1345/2016,2016-11-22,2024-05-31,2747.0
1341/2016,2016-11-21,2024-05-31,2748.0
41/2016,2016-10-03,2024-05-31,2797.0
1281/2016,2016-11-07,2024-05-31,2762.0
102/2016,2016-01-29,2024-05-31,3045.0
41/2016,2016-10-03,2024-05-31,2797.0
15/2016,2016-03-31,2024-05-31,2983.0
36/2016,2016-01-12,2024-05-31,3062.0
88/2016,2016-01-27,2024-05-31,3047.0
13/2018,2018-03-05,2024-05-31,2279.0
128/2018,2018-01-19,2024-05-31,2324.0
136/2018,2018-01-02,2024-05-31,2341.0
139/2018,2018-01-23,2024-05-31,2320.0
141/2018,2018-01-24,2024-05-31,2319.0
142/2018,2018-01-24,2024-05-31,2319.0
143/2018,2018-01-25,2024-05-31,2318.0
144/2018,2018-01-25,2024-05-31,2318.0
145/2018,2018-01-25,2024-05-31,2318.0
146/2018,2018-07-23,2024-05-31,2139.0
149/2018,2018-01-26,2024-05-31,2317.0
685/2018,2018-05-29,2024-05-31,2194.0
698/2018,2018-05-31,2024-05-31,2192.0
695/2018,2018-05-30,2024-05-31,2193.0
691/2018,2018-05-30,2024-05-31,2193.0
196/2019,2019-02-06,2024-05-31,1941.0
199/2019,2019-02-06,2024-05-31,1941.0
201/2019,2019-02-06,2024-05-31,1941.0
204/2019,2019-02-06,2024-05-31,1941.0
205/2019,2019-02-07,2024-05-31,1940.0
206/2019,2019-02-07,2024-05-31,1940.0
207/2019,2019-02-07,2024-05-31,1940.0
208/2019,2019-02-08,2024-05-31,1939.0
209/2019,2019-02-08,2024-05-31,1939.0
210/2019,2019-02-08,2024-05-31,1939.0
243/2019,2019-07-14,2024-05-31,1783.0
244/2019,2019-02-14,2024-05-31,1933.0
245/2019,2019-02-14,2024-05-31,1933.0
246/2019,2019-02-14,2024-05-31,1933.0
249/2019,2019-02-14,2024-05-31,1933.0
251/2019,2019-02-14,2024-05-31,1933.0
252/2019,2019-02-14,2024-05-31,1933.0
253/2019,2019-02-14,2024-05-31,1933.0
254/2019,2019-02-11,2024-05-31,1936.0
255/2019,2019-02-14,2024-05-31,1933.0
256/2019,2019-02-14,2024-05-31,1933.0
258/2019,2019-02-15,2024-05-31,1932.0
259/2019,2019-02-15,2024-05-31,1932.0
260/2019,2019-02-15,2024-05-31,1932.0
261/2019,2019-02-15,2024-05-31,1932.0
262/2019,2019-02-15,2024-05-31,1932.0
263/2019,2019-02-15,2024-05-31,1932.0
265/2019,2019-02-15,2024-05-31,1932.0
266/2019,2019-02-15,2024-05-31,1932.0
267/2019,2019-02-15,2024-05-31,1932.0
268/2019,2019-02-15,2024-05-31,1932.0
269/2019,2019-02-16,2024-05-31,1931.0
533/2019,2019-04-02,2024-05-31,1886.0
535/2019,2019-04-03,2024-05-31,1885.0
536/2019,2019-04-03,2024-05-31,1885.0
538/2019,2019-04-02,2024-05-31,1886.0
539/2019,2019-04-03,2024-05-31,1885.0
540/2019,2019-04-03,2024-05-31,1885.0
541/2019,2019-04-03,2024-05-31,1885.0
542/2019,2019-04-03,2024-05-31,1885.0
543/2019,2019-04-04,2024-05-31,1884.0
544/2019,2019-04-03,2024-05-31,1885.0
547/2019,2019-04-05,2024-05-31,1883.0
548/2019,2019-04-04,2024-05-31,1884.0
658/2019,2019-04-26,2024-05-31,1862.0
659/2019,2019-04-26,2024-05-31,1862.0
660/2019,2019-04-26,2024-05-31,1862.0
661/2019,2019-04-26,2024-05-31,1862.0
663/2019,2019-04-26,2024-05-31,1862.0
665/2019,2019-04-26,2024-05-31,1862.0
666/2019,2019-04-26,2024-05-31,1862.0
667/2019,2019-04-29,2024-05-31,1859.0
668/2019,2019-04-29,2024-05-31,1859.0
669/2019,2019-04-29,2024-05-31,1859.0
670/2019,2019-04-29,2024-05-31,1859.0
673/2019,2019-04-29,2024-05-31,1859.0
674/2019,2019-04-30,2024-05-31,1858.0
675/2019,2019-04-30,2024-05-31,1858.0
676/2019,2019-05-06,2024-05-31,1852.0
679/2019,2019-04-30,2024-05-31,1858.0
680/2019,2019-05-02,2024-05-31,1856.0
682/2019,2019-05-02,2024-05-31,1856.0
683/2019,2019-05-02,2024-05-31,1856.0
684/2019,2019-05-02,2024-05-31,1856.0
685/2019,2019-05-03,2024-05-31,1855.0
1482/2019,2019-09-04,2024-05-31,1731.0
1485/2019,2019-09-06,2024-05-31,1729.0
1486/2019,2019-09-06,2024-05-31,1729.0
1487/2019,2019-09-06,2024-05-31,1729.0
1488/2019,2019-09-06,2024-05-31,1729.0
1489/2019,2019-09-11,2024-05-31,1724.0
1490/2019,2019-09-06,2024-05-31,1729.0
1491/2019,2019-09-06,2024-05-31,1729.0
1493/2019,2019-09-06,2024-05-31,1729.0
1494/2019,2019-09-06,2024-05-31,1729.0
1494B/2019,2019-09-09,2024-05-31,1726.0
1496/2019,2019-09-09,2024-05-31,1726.0
1497/2019,2019-09-09,2024-05-31,1726.0
1498/2019,2019-09-09,2024-05-31,1726.0
1499/2019,2019-09-09,2024-05-31,1726.0
1501/2019,2019-09-09,2024-05-31,1726.0
1502/2019,2019-09-09,2024-05-31,1726.0
1503/2019,2019-09-10,2024-05-31,1725.0
1505/2019,2019-09-10,2024-05-31,1725.0
1506/2019,2019-09-10,2024-05-31,1725.0
1507/2019,2019-09-10,2024-05-31,1725.0
1508/2019,2019-09-10,2024-05-31,1725.0
1509/2019,2019-09-10,2024-05-31,1725.0
1510/2019,2019-09-10,2024-05-31,1725.0
1511/2019,2019-09-11,2024-05-31,1724.0
1512/2019,2019-09-11,2024-05-31,1724.0
1514/2019,2019-09-11,2024-05-31,1724.0
1519/2019,2019-09-11,2024-05-31,1724.0
1552/2019,2019-08-16,2024-05-31,1750.0
1553/2019,2019-09-16,2024-05-31,1719.0
1554/2019,2019-09-16,2024-05-31,1719.0
1554B/2019,2019-09-16,2024-05-31,1719.0
1555/2019,2019-09-17,2024-05-31,1718.0
1556/2019,2019-09-17,2024-05-31,1718.0
1557/2019,2019-09-17,2024-05-31,1718.0
1558/2019,2019-09-17,2024-05-31,1718.0
1559/2019,2019-09-17,2024-05-31,1718.0
1560/2019,2019-09-17,2024-05-31,1718.0
1561/2019,2019-09-17,2024-05-31,1718.0
1562/2019,2019-09-17,2024-05-31,1718.0
1563/2019,2019-09-18,2024-05-31,1717.0
1565/2019,2019-09-18,2024-05-31,1717.0
1566/2019,2019-09-18,2024-05-31,1717.0
1568/2019,2019-09-19,2024-05-31,1716.0
1569/2019,2019-09-19,2024-05-31,1716.0
1570/2019,2019-09-19,2024-05-31,1716.0
1571/2019,2019-09-19,2024-05-31,1716.0
1572/2019,2019-09-19,2024-05-31,1716.0
1573/2019,2019-09-19,2024-05-31,1716.0
1574/2019,2019-09-23,2024-05-31,1712.0
1575/2019,2019-09-19,2024-05-31,1716.0
1576/2019,2019-09-20,2024-05-31,1715.0
1577/2019,2019-09-20,2024-05-31,1715.0
1578/2019,2019-09-20,2024-05-31,1715.0
1579/2019,2019-09-23,2024-05-31,1712.0
1580/2019,2019-09-23,2024-05-31,1712.0
1581/2019,2019-09-23,2024-05-31,1712.0
1582/2019,2019-09-23,2024-05-31,1712.0
1583/2019,2019-09-23,2024-05-31,1712.0
8762/2019,2019-06-03,2024-05-31,1824.0
873/2019,2019-05-30,2024-05-31,1828.0
874/2019,2019-05-29,2024-05-31,1829.0
875/2019,2019-05-30,2024-05-31,1828.0
877/2019,2019-05-29,2024-05-31,1829.0
878/2019,2019-05-30,2024-05-31,1828.0
879/2019,2019-05-30,2024-05-31,1828.0
880/2019,2019-05-29,2024-05-31,1829.0
881/2019,2019-05-29,2024-05-31,1829.0
882/2019,2019-05-30,2024-05-31,1828.0
883/2019,2019-05-30,2024-05-31,1828.0
884/2019,2019-05-30,2024-05-31,1828.0
885/2019,2019-05-30,2024-05-31,1828.0
889/2019,2019-05-31,2024-05-31,1827.0
890/2019,2019-05-31,2024-05-31,1827.0
891/2019,2019-06-03,2024-05-31,1824.0
892/2019,2019-05-31,2024-05-31,1827.0
894A/2019,2019-06-03,2024-05-31,1824.0
895/2019,2019-06-03,2024-05-31,1824.0
897/2019,2019-06-03,2024-05-31,1824.0
899/2019,2019-06-03,2024-05-31,1824.0
900/2019,2019-06-03,2024-05-31,1824.0
1940/2019,2019-11-25,2024-05-31,1649.0
1939/2019,2019-11-25,2024-05-31,1649.0
1937/2019,2019-11-25,2024-05-31,1649.0
1938/2019,2019-11-25,2024-05-31,1649.0
1936/2019,2019-11-25,2024-05-31,1649.0
1935/2019,2019-11-22,2024-05-31,1652.0
1934/2019,2019-11-22,2024-05-31,1652.0
1933/2019,2019-11-22,2024-05-31,1652.0
1930/2019,2019-11-22,2024-05-31,1652.0
1929/2019,2019-11-27,2024-05-31,1647.0
1918/2019,2019-11-26,2024-05-31,1648.0
1927/2019,2019-11-27,2024-05-31,1647.0
1926/2019,2019-11-21,2024-05-31,1653.0
1925/2019,2019-11-21,2024-05-31,1653.0
1924/2019,2019-11-21,2024-05-31,1653.0
1923/2019,2019-11-21,2024-05-31,1653.0
1922/2019,2019-11-21,2024-05-31,1653.0
1921/2019,2019-11-21,2024-05-31,1653.0
1920/2019,2019-11-21,2024-05-31,1653.0
1918/2019,2019-11-21,2024-05-31,1653.0
1917/2019,2019-11-20,2024-05-31,1654.0
1916/2019,2019-11-20,2024-05-31,1654.0
1915/2019,2019-11-20,2024-05-31,1654.0
1914/2019,2019-11-20,2024-05-31,1654.0
1913/2019,2019-11-20,2024-05-31,1654.0
1911/2019,2019-11-20,2024-05-31,1654.0
1909/2019,2019-11-19,2024-05-31,1655.0
1908/2019,2019-11-19,2024-05-31,1655.0
1907/2019,2019-11-19,2024-05-31,1655.0
1906/2019,2019-11-19,2024-05-31,1655.0
1905/2019,2019-11-27,2024-05-31,1647.0
1904/2019,2019-11-19,2024-05-31,1655.0
1903/2019,2019-11-19,2024-05-31,1655.0
1902/2019,2019-11-19,2024-05-31,1655.0
1901/2019,2019-03-11,2024-05-31,1908.0
1616/2019,2019-11-30,2024-05-31,1644.0
1617/2019,2019-09-30,2024-05-31,1705.0
1618/2019,2019-11-30,2024-05-31,1644.0
1620/2019,2019-09-30,2024-05-31,1705.0
1619/2019,2019-09-30,2024-05-31,1705.0
1622/2019,2019-09-30,2024-05-31,1705.0
1623/2019,2019-09-30,2024-05-31,1705.0
1624/2019,2019-10-01,2024-05-31,1704.0
1627/2019,2019-10-01,2024-05-31,1704.0
1629/2019,2019-10-01,2024-05-31,1704.0
1630/2019,2019-10-02,2024-05-31,1703.0
1631/2019,2019-10-01,2024-05-31,1704.0
1632/2019,2019-10-01,2024-05-31,1704.0
